provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
05345GCF_001551325.1_ViralProj310921_Genomic.fna,1,0.4389438943894389,11,28,32,291,241,332,348
05346GCF_001551345.1_ViralProj310925_Genomic.fna,1,0.3053465594588458,1726,2478,4830,17921,21080,42055,46671
05347GCF_001551365.1_ViralProj310929_Genomic.fna,1,0.43523341284135714,264,998,849,9692,8190,12273,10931
05348GCF_001551385.1_ViralProj310933_Genomic.fna,1,0.5491668167273835,555,1462,243,20112,19534,16042,16505
05349GCF_001551405.1_ViralProj310937_Genomic.fna,1,0.6013759611493322,408,1376,162,24713,24325,15828,16677
05350GCF_001551425.1_ViralProj310941_Genomic.fna,1,0.48025485743123897,334,457,707,8026,7200,9463,7015
05351GCF_001551445.1_ViralProj310945_Genomic.fna,1,0.3811058126047171,796,1253,1288,11804,8895,18409,15205
05352GCF_001551465.1_ViralProj310953_Genomic.fna,1,0.48509638749392514,1044,2005,821,23755,24157,24545,26311
05353GCF_001551485.1_ViralProj310884_Genomic.fna,1,0.5159029649595688,18,42,8,497,460,422,476
05354GCF_001551505.1_ViralProj310888_Genomic.fna,1,0.3565434797254306,1809,2744,3967,23496,24135,43290,42670
05355GCF_001551525.1_ViralProj310892_Genomic.fna,1,0.46671597633136097,27,54,52,651,611,693,749
05356GCF_001551545.1_ViralMultiSegProj310896_Genomic.fna,2,0.5416937149601653,119,334,152,4999,4180,3838,3928
05357GCF_001551565.1_ViralProj310900_Genomic.fna,1,0.37364295245026685,2414,2167,4048,24430,24855,41839,40780
05358GCF_001551585.1_ViralProj310904_Genomic.fna,1,0.4976586279559822,84,170,106,2164,2087,2270,2021
05359GCF_001551605.1_ViralProj310908_Genomic.fna,1,0.4514596848934198,103,201,138,2096,1801,2442,2293
05360GCF_001551625.1_ViralProj310912_Genomic.fna,1,0.49117878967080625,240,1408,847,16246,13655,15735,15240
05361GCF_001551665.1_ViralProj310924_Genomic.fna,1,0.38102307431286053,2498,3033,4471,33098,29783,54750,47401
05362GCF_001551685.1_ViralProj310928_Genomic.fna,1,0.377072297865785,1919,3990,4673,33044,30596,53643,51491
05363GCF_001551705.1_ViralProj310932_Genomic.fna,1,0.5669677277233175,329,679,117,10404,10186,7787,7939
05364GCF_001551725.1_ViralProj310936_Genomic.fna,1,0.4178094811929141,441,763,702,8769,7104,12416,9702
05365GCF_001551745.1_ViralProj310940_Genomic.fna,1,0.6397762802711048,251,640,139,16040,16904,9335,9214
05366GCF_001551765.1_ViralProj310944_Genomic.fna,1,0.41153355919666623,2696,2344,3375,29130,33184,39944,49161
05367GCF_001551785.1_ViralProj310952_Genomic.fna,1,0.495083721179051,1082,1669,1129,23435,22838,24662,22530
05368GCF_001560965.1_ViralProj311074_Genomic.fna,1,0.43928639938615,53,77,73,1088,1202,1818,1105
05369GCF_001560985.1_ViralProj311077_Genomic.fna,1,0.40258791610142963,110,290,133,2379,1479,2858,2867
05370GCF_001561005.1_ViralProj311730_Genomic.fna,1,0.5292178133028832,1316,1768,1734,37440,36714,32789,33177
05371GCF_001564365.1_ViralProj312360_Genomic.fna,1,0.4803996925441968,36,97,57,1252,1248,1576,1128
05372GCF_001564385.1_ViralProj312195_Genomic.fna,1,0.3618436793319287,1440,2636,2860,22994,23889,42636,40048
05373GCF_001567015.1_ViralProj312792_Genomic.fna,1,0.3518535164677118,856,1949,2838,19385,19758,36021,36084
05374GCF_001567035.1_ViralProj312655_Genomic.fna,1,0.39593844601412714,75,244,130,1656,1483,2462,2327
05375GCF_001567055.1_ViralProj312709_Genomic.fna,1,0.44190665342601787,122,95,96,1581,1089,2010,1362
05376GCF_001567075.1_ViralProj312642_Genomic.fna,1,0.4561586638830898,96,129,106,1843,1653,2601,1567
05377GCF_001576855.1_ViralProj313224_Genomic.fna,1,0.42167840240101584,81,187,92,1686,1967,2572,2438
05378GCF_001579315.1_ViralProj313525_Genomic.fna,1,0.6628990648178007,624,889,492,41210,41016,20897,20917
05379GCF_001579335.1_ViralProj313552_Genomic.fna,1,0.4111600587371512,19,33,40,297,263,403,399
05380GCF_001579355.1_ViralProj313403_Genomic.fna,1,0.3920567375886525,64,193,105,1467,1297,2073,2213
05381GCF_001579375.1_ViralProj313549_Genomic.fna,1,0.5061253062653133,58,92,53,1618,1274,1535,1287
05382GCF_001579395.1_ViralProj313553_Genomic.fna,1,0.36410879204677044,1204,1210,2160,13184,12600,23322,21708
05383GCF_001579415.1_ViralProj313445_Genomic.fna,1,0.46642246642246643,112,154,102,1979,1841,1966,2404
05384GCF_001579435.1_ViralProj313550_Genomic.fna,1,0.38925680647534955,15,24,30,257,272,388,442
05385GCF_001579455.1_ViralProj313306_Genomic.fna,1,0.4191139240506329,71,144,109,1569,1742,2171,2418
05386GCF_001579475.1_ViralProj313446_Genomic.fna,1,0.42684268426842686,66,121,97,1392,1324,1811,1836
05387GCF_001579495.1_ViralProj313551_Genomic.fna,1,0.3234898877914399,350,557,851,4839,4790,10418,9719
05388GCF_001580315.1_ViralMultiSegProj314255_Genomic.fna,8,0.2917144824420473,272,394,548,2182,2902,5643,6701
05389GCF_001580335.1_ViralMultiSegProj314256_Genomic.fna,6,0.3165354330708661,207,456,416,2575,2249,5558,4858
05390GCF_001580355.1_ViralMultiSegProj314257_Genomic.fna,5,0.321651976116008,200,418,410,2468,2057,5145,4398
05391GCF_001586885.1_ViralProj314346_Genomic.fna,1,0.46855241264559067,26,39,43,692,716,763,834
05392GCF_001586905.1_ViralProj314394_Genomic.fna,1,0.4629156010230179,28,37,41,605,843,920,760
05393GCF_001589375.1_ViralProj314612_Genomic.fna,1,0.4789473684210526,8,21,16,300,246,360,234
05394GCF_001589395.1_ViralProj314616_Genomic.fna,1,0.47373447946513847,12,10,14,255,241,335,216
05395GCF_001589415.1_ViralProj314620_Genomic.fna,1,0.45381882770870335,17,15,16,225,286,342,273
05396GCF_001589435.1_ViralProj314624_Genomic.fna,1,0.4204386374241717,38,74,63,881,921,1297,1187
05397GCF_001589455.1_ViralProj314628_Genomic.fna,1,0.41057367829021374,20,40,30,409,321,583,465
05398GCF_001589475.1_ViralProj314632_Genomic.fna,1,0.4286452947259566,18,27,46,439,390,569,536
05399GCF_001589495.1_ViralProj314636_Genomic.fna,1,0.4506201194304088,27,35,38,525,456,591,605
05400GCF_001589515.1_ViralProj314640_Genomic.fna,1,0.4334056399132321,27,47,44,547,452,631,675
05401GCF_001589535.1_ViralProj314644_Genomic.fna,1,0.43862433862433864,19,26,46,421,408,554,507
05402GCF_001589555.1_ViralProj314648_Genomic.fna,1,0.5497106785902157,10,26,11,508,537,464,392
05403GCF_001589575.1_ViralProj314653_Genomic.fna,1,0.4182825484764543,18,31,44,361,394,472,578
05404GCF_001589595.1_ViralProj314657_Genomic.fna,1,0.5283363802559415,9,32,24,628,817,696,594
05405GCF_001589615.1_ViralProj314661_Genomic.fna,1,0.5309793471019321,24,42,30,746,848,753,655
05406GCF_001589635.1_ViralProj314665_Genomic.fna,1,0.4482758620689655,21,30,38,404,363,500,444
05407GCF_001589655.1_ViralProj314669_Genomic.fna,1,0.4227923038973853,23,28,37,479,378,584,586
05408GCF_001589675.1_ViralProj314673_Genomic.fna,1,0.46862745098039216,21,31,46,495,700,707,648
05409GCF_001589695.1_ViralProj314613_Genomic.fna,1,0.45868465430016864,7,11,24,276,268,347,295
05410GCF_001589715.1_ViralProj314617_Genomic.fna,1,0.6023809523809524,4,14,3,256,250,176,158
05411GCF_001589735.1_ViralProj314621_Genomic.fna,1,0.39976415094339623,36,23,30,343,335,583,435
05412GCF_001589755.1_ViralProj314625_Genomic.fna,1,0.42606516290726815,75,87,119,1289,1431,1853,1811
05413GCF_001589775.1_ViralProj314629_Genomic.fna,1,0.5003069367710252,14,30,20,406,409,429,385
05414GCF_001589795.1_ViralProj314633_Genomic.fna,1,0.45561594202898553,37,41,33,608,398,596,606
05415GCF_001589815.1_ViralProj314637_Genomic.fna,1,0.401323706377858,18,23,45,331,336,603,392
05416GCF_001589835.1_ViralProj314641_Genomic.fna,1,0.380237972064149,32,30,57,366,369,620,578
05417GCF_001589855.1_ViralProj314645_Genomic.fna,1,0.46921119592875316,31,16,28,484,438,565,478
05418GCF_001589875.1_ViralProj314649_Genomic.fna,1,0.43,39,37,44,502,444,624,630
05419GCF_001589895.1_ViralProj314654_Genomic.fna,1,0.42522582803613246,43,55,63,655,616,808,910
05420GCF_001589915.1_ViralProj314658_Genomic.fna,1,0.5109717868338558,16,25,23,478,500,526,410
05421GCF_001589935.1_ViralProj314662_Genomic.fna,1,0.4288990825688073,25,73,52,706,603,813,930
05422GCF_001589955.1_ViralProj314666_Genomic.fna,1,0.3813823163138232,44,61,67,647,578,964,1023
05423GCF_001589975.1_ViralProj314670_Genomic.fna,1,0.4819173363949483,42,54,50,843,836,875,930
05424GCF_001589995.1_ViralProj314778_Genomic.fna,1,0.3988676731793961,105,190,188,1861,1732,2715,2700
05425GCF_001589995.2_ViralProj314778.5_Genomic.fna,1,0.4120817426454076,105,162,171,1916,1754,2620,2616
05426GCF_001590015.1_ViralProj314614_Genomic.fna,1,0.42987249544626593,7,18,26,205,267,337,289
05427GCF_001590035.1_ViralProj314618_Genomic.fna,1,0.44280442804428044,9,15,15,258,222,340,264
05428GCF_001590055.1_ViralProj314622_Genomic.fna,1,0.5860655737704918,0,14,4,346,369,309,196
05429GCF_001590075.1_ViralProj314626_Genomic.fna,1,0.4840566873339238,16,42,24,563,530,503,662
05430GCF_001590095.1_ViralProj314630_Genomic.fna,1,0.47158131682611143,16,29,30,473,365,454,485
05431GCF_001590115.1_ViralProj314634_Genomic.fna,1,0.42454466608846486,20,39,48,468,511,605,722
05432GCF_001590135.1_ViralProj314638_Genomic.fna,1,0.49263038548752835,15,28,19,442,427,510,385
05433GCF_001590155.1_ViralProj314642_Genomic.fna,1,0.4476138233680746,27,22,41,413,403,579,428
05434GCF_001590175.1_ViralProj314646_Genomic.fna,1,0.3648617243783407,52,77,92,749,821,1174,1559
05435GCF_001590195.1_ViralProj314650_Genomic.fna,1,0.30672926447574334,31,32,63,338,250,708,621
05436GCF_001590215.1_ViralProj314655_Genomic.fna,1,0.406345957011259,33,46,63,538,653,853,887
05437GCF_001590235.1_ViralProj314659_Genomic.fna,1,0.4679972470750172,27,67,40,717,643,627,919
05438GCF_001590255.1_ViralProj314663_Genomic.fna,1,0.4363283775048481,31,48,65,715,635,864,880
05439GCF_001590275.1_ViralProj314667_Genomic.fna,1,0.44073550212164075,34,42,47,712,846,1107,870
05440GCF_001590295.1_ViralProj314671_Genomic.fna,1,0.4483394833948339,23,28,40,485,487,545,651
05441GCF_001590315.1_ViralProj314615_Genomic.fna,1,0.4367713004484305,10,16,27,215,272,371,257
05442GCF_001590335.1_ViralProj314619_Genomic.fna,1,0.40335392762577227,20,16,29,248,209,392,284
05443GCF_001590355.1_ViralProj314623_Genomic.fna,1,0.4490209318028359,26,53,105,729,1266,1279,1169
05444GCF_001590375.1_ViralProj314627_Genomic.fna,1,0.41884122069880586,26,38,65,472,475,676,638
05445GCF_001590395.1_ViralProj314631_Genomic.fna,1,0.4506416584402764,13,24,45,447,466,605,508
05446GCF_001590415.1_ViralProj314635_Genomic.fna,1,0.3764025841550493,37,72,83,601,506,1045,789
05447GCF_001590435.1_ViralProj314639_Genomic.fna,1,0.49510403916768664,16,21,25,409,400,422,403
05448GCF_001590455.1_ViralProj314643_Genomic.fna,1,0.4291044776119403,30,38,61,525,625,849,681
05449GCF_001590475.1_ViralProj314647_Genomic.fna,1,0.4883574575204531,24,28,20,419,357,440,373
05450GCF_001590495.1_ViralProj314651_Genomic.fna,1,0.45759162303664924,26,51,41,734,577,759,795
05451GCF_001590515.1_ViralProj314656_Genomic.fna,1,0.46131243878550443,20,46,32,503,439,441,659
05452GCF_001590535.1_ViralProj314660_Genomic.fna,1,0.39279325325836956,30,67,88,811,726,1181,1195
05453GCF_001590555.1_ViralProj314664_Genomic.fna,1,0.49545289196071296,15,41,22,648,714,565,822
05454GCF_001590575.1_ViralProj314668_Genomic.fna,1,0.3771564544913742,23,20,43,318,316,596,451
05455GCF_001590595.1_ViralProj314672_Genomic.fna,1,0.43143507972665146,27,25,49,446,501,739,509
05456GCF_001593375.1_ViralProj315216_Genomic.fna,1,0.4330909090909091,30,77,58,641,550,725,834
05457GCF_001595675.1_ViralProj315135_Genomic.fna,1,0.5711551606288449,33,145,38,1905,2273,1479,1658
05458GCF_001595695.1_ViralProj315113_Genomic.fna,1,0.500531914893617,62,153,69,1855,1909,2044,1712
05459GCF_001595715.1_ViralProj315150_Genomic.fna,1,0.5071058573515739,67,156,66,1925,1893,1962,1749
05460GCF_001602065.1_ViralProj316117_Genomic.fna,1,0.49036224659355265,40,102,55,1444,1507,1683,1384
05461GCF_001602085.1_ViralProj316309_Genomic.fna,1,0.4327462135327388,1363,6243,2459,78008,78766,101745,103758
05462GCF_001605775.1_ViralProj316822_Genomic.fna,1,0.384452296819788,15,31,38,279,265,498,373
05463GCF_001605795.1_ViralProj316821_Genomic.fna,1,0.4488926746166951,245,292,294,4251,3654,5139,4566
05464GCF_001605815.1_ViralProj316823_Genomic.fna,1,0.48091091761553917,44,53,32,748,688,800,750
05465GCF_001610725.1_ViralProj311759_Genomic.fna,1,0.5226897288893207,59,222,48,2962,2417,2747,2165
05466GCF_001611625.1_ViralMultiSegProj317364_Genomic.fna,2,0.4542357483533954,41,103,66,1069,931,1223,1180
05467GCF_001611645.1_ViralMultiSegProj317362_Genomic.fna,3,0.3385091320126123,218,442,432,2933,2757,5995,5124
05468GCF_001611665.1_ViralProj317158_Genomic.fna,1,0.4028942953020134,53,80,92,850,1071,1840,1007
05469GCF_001618995.1_ViralProj318038_Genomic.fna,1,0.5111050920910076,52,134,77,1854,1920,1872,1738
05470GCF_001619015.1_ViralProj318036_Genomic.fna,1,0.531524926686217,82,121,104,2027,2323,2094,1740
05471GCF_001619035.1_ViralMultiSegProj317755_Genomic.fna,2,0.4096231247713136,72,124,116,1257,982,1389,1838
05472GCF_001619055.1_ViralProj318037_Genomic.fna,1,0.3871269904991302,98,128,162,1517,1376,2349,2231
05473GCF_001629825.1_ViralProj318899_Genomic.fna,1,0.5547062270281787,244,646,361,10765,10062,8580,8139
05474GCF_001629845.1_ViralProj319068_Genomic.fna,1,0.4300092908021059,89,179,98,1612,1165,2035,1646
05475GCF_001629865.1_ViralProj319114_Genomic.fna,1,0.43146036916395225,96,170,109,1684,1495,2203,1986
05476GCF_001629885.1_ViralProj319118_Genomic.fna,1,0.4237563923756392,54,107,76,955,868,1364,1115
05477GCF_001629905.1_ViralProj318651_Genomic.fna,1,0.4620408163265306,41,71,48,893,805,1071,906
05478GCF_001629925.1_ViralProj319067_Genomic.fna,1,0.41239850093691444,64,177,101,1477,1164,2036,1727
05479GCF_001629945.1_ViralProj319113_Genomic.fna,1,0.4673040152963671,19,51,44,615,607,637,756
05480GCF_001629965.1_ViralProj319117_Genomic.fna,1,0.4020926756352765,18,28,29,297,241,468,332
05481GCF_001629985.1_ViralMultiSegProj318525_Genomic.fna,3,0.38570630932439975,287,385,405,3741,3167,5960,5042
05482GCF_001630005.1_ViralProj319065_Genomic.fna,1,0.5499028208226086,240,661,388,10802,10135,8775,8362
05483GCF_001630025.1_ViralProj319115_Genomic.fna,1,0.5009781255557532,33,92,33,1363,1454,1496,1310
05484GCF_001630045.1_ViralMultiSegProj318562_Genomic.fna,3,0.41800043850032886,233,458,294,4140,3486,6005,4613
05485GCF_001630065.1_ViralProj319066_Genomic.fna,1,0.5522272811992438,245,643,369,10690,10050,8610,8207
05486GCF_001630085.1_ViralMultiSegProj319070_Genomic.fna,10,0.46492753623188404,151,179,134,2171,2641,2606,2932
05487GCF_001630105.1_ViralMultiSegProj319116_Genomic.fna,10,0.4383726943630409,195,626,385,5556,4616,6125,6907
05488GCF_001634095.1_ViralProj319527_Genomic.fna,1,0.5706062931696086,41,78,40,1396,1578,1018,1220
05489GCF_001634415.1_ViralProj319735_Genomic.fna,1,0.5078208318521151,31,84,35,1383,1474,1459,1310
05490GCF_001634495.1_ViralProj319880_Genomic.fna,1,0.4392185238784371,28,64,48,648,566,727,823
05491GCF_001634515.1_ViralProj320120_Genomic.fna,1,0.5113477653631285,52,107,45,1495,1434,1428,1371
05492GCF_001634535.1_ViralProj319976_Genomic.fna,1,0.393221454425798,40,60,69,593,602,984,860
05493GCF_001634555.1_ViralProj320121_Genomic.fna,1,0.5160338382844777,106,269,119,3457,4412,3451,3929
05494GCF_001634575.1_ViralProj320117_Genomic.fna,1,0.3827890299447621,1274,2109,3427,26038,25312,41604,41193
05495GCF_001634615.1_ViralProj320119_Genomic.fna,1,0.416,40,59,58,610,534,745,861
05496GCF_001645855.1_ViralProj321675_Genomic.fna,1,0.45576232451844595,42,61,40,740,656,791,876
05497GCF_001645875.1_ViralProj321679_Genomic.fna,1,0.4480643924875431,23,58,38,547,622,620,820
05498GCF_001645895.1_ViralProj321683_Genomic.fna,1,0.4710409072498987,17,51,30,569,594,515,791
05499GCF_001645915.1_ViralProj321687_Genomic.fna,1,0.5165198237885462,14,41,16,669,738,563,754
05500GCF_001645935.1_ViralProj321691_Genomic.fna,1,0.5326981377219575,19,43,19,550,680,570,509
05501GCF_001645955.1_ViralProj321695_Genomic.fna,1,0.5392905253704535,11,41,13,588,613,493,533
05502GCF_001645975.1_ViralProj321699_Genomic.fna,1,0.48597935267857145,173,280,211,3525,3442,3626,3743
05503GCF_001645995.1_ViralProj321703_Genomic.fna,1,0.4781591263650546,13,15,23,298,315,347,322
05504GCF_001646015.1_ViralProj321707_Genomic.fna,1,0.4324127906976744,19,35,47,600,590,800,762
05505GCF_001646035.1_ViralProj321432_Genomic.fna,1,0.4418291862811029,80,176,117,2087,1855,2597,2383
05506GCF_001646055.1_ViralProj321678_Genomic.fna,1,0.5053813757604118,11,32,24,482,598,577,480
05507GCF_001646075.1_ViralProj321682_Genomic.fna,1,0.4723735408560311,33,34,33,562,652,611,745
05508GCF_001646095.1_ViralProj321686_Genomic.fna,1,0.48657474600870826,16,44,29,622,719,554,861
05509GCF_001646115.1_ViralProj321690_Genomic.fna,1,0.5258007117437722,14,40,17,542,640,531,535
05510GCF_001646135.1_ViralProj321694_Genomic.fna,1,0.49350104821802937,22,45,19,494,683,672,536
05511GCF_001646155.1_ViralProj321698_Genomic.fna,1,0.3158908071229419,1812,2367,4387,20019,19522,43017,42615
05512GCF_001646175.1_ViralProj321702_Genomic.fna,1,0.5017367811655732,20,35,20,619,681,563,728
05513GCF_001646195.1_ViralProj321706_Genomic.fna,1,0.321061180292366,28,36,75,321,272,728,526
05514GCF_001646215.1_ViralProj321710_Genomic.fna,1,0.3933189655172414,46,44,56,553,542,971,718
05515GCF_001646235.1_ViralMultiSegProj321430_Genomic.fna,12,0.48883892725228845,164,484,174,6012,6164,5887,6845
05516GCF_001646255.1_ViralProj321677_Genomic.fna,1,0.4748603351955307,26,42,25,604,671,538,872
05517GCF_001646275.1_ViralProj321681_Genomic.fna,1,0.47868623340321453,20,57,35,698,672,704,788
05518GCF_001646295.1_ViralProj321685_Genomic.fna,1,0.4870426829268293,31,39,29,609,669,582,764
05519GCF_001646315.1_ViralProj321689_Genomic.fna,1,0.5094073377234243,14,24,20,517,566,510,533
05520GCF_001646335.1_ViralProj321693_Genomic.fna,1,0.5284625728372927,18,32,23,525,654,569,483
05521GCF_001646355.1_ViralProj321697_Genomic.fna,1,0.42024881157074945,109,238,132,2251,1904,3126,2606
05522GCF_001646375.1_ViralProj321701_Genomic.fna,1,0.35601054125278736,414,540,596,4780,4001,7501,8383
05523GCF_001646395.1_ViralProj321705_Genomic.fna,1,0.28202368137782563,24,44,84,272,252,778,556
05524GCF_001646415.1_ViralProj321709_Genomic.fna,1,0.4797171566803126,17,47,20,647,642,576,822
05525GCF_001646435.1_ViralProj321676_Genomic.fna,1,0.37669376693766937,15,32,24,302,254,572,348
05526GCF_001646455.1_ViralProj321680_Genomic.fna,1,0.522300036859565,10,35,12,629,788,556,740
05527GCF_001646475.1_ViralProj321684_Genomic.fna,1,0.4914998111069135,21,40,19,596,705,602,744
05528GCF_001646495.1_ViralProj321688_Genomic.fna,1,0.5196304849884527,12,36,17,492,633,569,471
05529GCF_001646515.1_ViralProj321692_Genomic.fna,1,0.5122713074520303,20,29,16,477,671,608,485
05530GCF_001646535.1_ViralProj321696_Genomic.fna,1,0.5312072892938496,16,35,18,584,582,491,538
05531GCF_001646555.1_ViralProj321700_Genomic.fna,1,0.45027214250371106,95,176,106,1970,1670,2288,2156
05532GCF_001646575.1_ViralProj321704_Genomic.fna,1,0.46107784431137727,19,20,36,512,412,526,554
05533GCF_001646595.1_ViralProj321708_Genomic.fna,1,0.4556639796351294,33,24,37,470,604,743,540
05534GCF_001651085.1_ViralProj322182_Genomic.fna,1,0.48644957983193277,109,178,157,2189,2442,2308,2581
05535GCF_001651105.1_ViralProj322486_Genomic.fna,1,0.5488185465893892,62,63,40,1390,1072,1057,967
05536GCF_001651125.1_ViralProj322193_Genomic.fna,1,0.490216271884655,17,50,26,512,440,507,483
05537GCF_001651145.1_ViralProj322487_Genomic.fna,1,0.33673875547299986,155,106,237,1456,1082,3135,1864
05538GCF_001651165.1_ViralProj322485_Genomic.fna,1,0.45827731469032895,130,233,108,2613,2500,3070,2974
05539GCF_001651185.1_ViralProj322484_Genomic.fna,1,0.3236839983286541,1518,2543,4309,21421,22735,46301,45960
05540GCF_001651205.1_ViralProj322488_Genomic.fna,1,0.5042989066978028,116,143,143,2161,2590,2251,2419
05541GCF_001654085.1_ViralProj323483_Genomic.fna,1,0.616545775338169,29,69,20,1511,1634,981,975
05542GCF_001654105.1_ViralProj323863_Genomic.fna,1,0.411123227917121,86,194,120,2074,1696,2529,2871
05543GCF_001654125.1_ViralProj323867_Genomic.fna,1,0.5069647463456578,46,101,49,1474,1474,1511,1356
05544GCF_001654145.1_ViralMultiSegProj323873_Genomic.fna,2,0.44977607165706973,31,47,41,614,792,854,866
05545GCF_001654165.1_ViralMultiScafProj323860_Genomic.fna,3,0.3650324867099823,391,327,597,4525,4127,7813,7237
05546GCF_001654165.2_ViralProj323860_Genomic.fna,1,0.3646597520870225,134,110,196,1509,1374,2606,2417
05547GCF_001654185.1_ViralProj323864_Genomic.fna,1,0.4244737450844321,148,220,123,2214,1456,2400,2576
05548GCF_001654205.1_ViralProj323868_Genomic.fna,1,0.3966421989692332,842,1857,3029,25444,25350,38938,38328
05549GCF_001654225.1_ViralProj323874_Genomic.fna,1,0.3972602739726027,21,29,38,319,232,415,421
05550GCF_001654245.1_ViralProj322841_Genomic.fna,1,0.41309823677581864,87,139,119,1483,1141,1907,1821
05551GCF_001654265.1_ViralMultiSegProj323862_Genomic.fna,2,0.5373881932021467,27,86,31,1397,1607,1660,926
05552GCF_001654285.1_ViralProj323866_Genomic.fna,1,0.43443103246220555,75,193,106,1993,1714,2067,2759
05553GCF_001654305.1_ViralProj323872_Genomic.fna,1,0.4419322209433046,1514,5575,2506,82365,82348,102761,105237
05554GCF_001654325.1_ViralProj323876_Genomic.fna,1,0.3519722949573444,370,635,551,5088,3246,7486,7858
05555GCF_001654345.1_ViralProj322679_Genomic.fna,1,0.39900249376558605,96,235,178,2179,1661,3113,2671
05556GCF_001654365.1_ViralProj323861_Genomic.fna,1,0.4024571854058079,33,41,68,593,488,779,826
05557GCF_001654385.1_ViralProj323865_Genomic.fna,1,0.44299604658617375,86,203,133,1972,2174,2437,2776
05558GCF_001654405.1_ViralProj323871_Genomic.fna,1,0.42584680165954547,186,357,314,3571,3306,5091,4181
05559GCF_001654425.1_ViralProj323875_Genomic.fna,1,0.3582264852696486,227,556,498,3902,3418,7050,6064
05560GCF_001661715.1_ViralProj325255_Genomic.fna,1,0.33880903490759756,112,166,258,1438,1202,2902,2250
05561GCF_001661735.1_ViralProj325259_Genomic.fna,1,0.48332983854057454,21,159,89,1863,2747,2344,2584
05562GCF_001661755.1_ViralProj324268_Genomic.fna,1,0.47653571078671497,110,244,76,2900,1964,2905,2438
05563GCF_001661775.1_ViralProj325258_Genomic.fna,1,0.39010409340272895,415,635,690,6208,4885,7913,9430
05564GCF_001661795.1_ViralProj325256_Genomic.fna,1,0.45958201892744477,59,61,57,1147,1184,1349,1392
05565GCF_001661815.1_ViralProj325264_Genomic.fna,1,0.38288770053475935,29,21,78,452,622,1106,625
05566GCF_001661835.1_ViralProj324249_Genomic.fna,1,0.47505981962083565,99,209,100,2820,2342,3053,2651
05567GCF_001661855.1_ViralProj325257_Genomic.fna,1,0.5687292358803987,58,163,52,2936,2542,1723,2431
05568GCF_001661875.1_ViralProj325265_Genomic.fna,1,0.4489905498281787,94,195,137,2240,1941,2882,2249
05569GCF_001669805.1_ViralProj326001_Genomic.fna,1,0.4029197080291971,12,35,29,268,284,401,417
05570GCF_001669825.1_ViralMultiSegProj326000_Genomic.fna,2,0.4471766848816029,46,102,89,1200,1255,1435,1600
05571GCF_001669845.1_ViralProj325312_Genomic.fna,1,0.4821570182394925,32,58,57,893,931,1043,916
05572GCF_001675505.1_ViralMultiSegProj326136_Genomic.fna,3,0.3509624033099478,208,435,373,3062,2791,5815,5009
05573GCF_001678195.1_ViralProj327354_Genomic.fna,1,0.46618761689142635,88,221,86,2688,2048,2740,2683
05574GCF_001678215.1_ViralProj327358_Genomic.fna,1,0.4985150615188799,49,102,46,1229,1121,1266,1098
05575GCF_001678235.1_ViralProj327362_Genomic.fna,1,0.42866289616903214,114,199,125,2172,1845,3095,2259
05576GCF_001678255.1_ViralProj326525_Genomic.fna,1,0.547086296655089,1227,1739,1117,34549,34914,28871,28635
05577GCF_001678255.2_ViralProj326525_Genomic.fna,1,0.547086296655089,1210,1717,1158,34914,34549,28637,28869
05578GCF_001678275.1_ViralProj327356_Genomic.fna,1,0.4117884537747275,50,46,48,505,515,796,661
05579GCF_001678295.1_ViralProj327360_Genomic.fna,1,0.4378947368421053,47,84,88,1099,1189,1870,1067
05580GCF_001678315.1_ViralProj327365_Genomic.fna,1,0.407645875251509,34,51,61,498,515,761,711
05581GCF_001678335.1_ViralMultiSegProj326432_Genomic.fna,2,0.46082779009608277,44,91,92,1255,1239,1346,1572
05582GCF_001678355.1_ViralProj327355_Genomic.fna,1,0.3805379746835443,45,46,66,480,482,842,724
05583GCF_001678375.1_ViralProj327359_Genomic.fna,1,0.4673515756198755,76,215,108,2610,2121,2731,2661
05584GCF_001678395.1_ViralProj327364_Genomic.fna,1,0.42282897231702693,33,55,62,543,572,807,715
05585GCF_001678415.1_ViralProj326682_Genomic.fna,1,0.505326360643037,28,97,56,1099,1510,1035,1519
05586GCF_001678435.1_ViralProj327357_Genomic.fna,1,0.42778390297684676,35,62,63,558,606,797,760
05587GCF_001678455.1_ViralMultiSegProj327361_Genomic.fna,11,0.5659736775924218,129,394,148,5626,7877,4864,5491
05588GCF_001678455.2_ViralMultiSegProj327361_Genomic.fna,11,0.5658141766448329,130,396,148,5644,7918,4881,5526
05589GCF_001678815.1_ViralProj327664_Genomic.fna,1,0.5262444971215713,26,41,20,771,783,688,711
05590GCF_001678835.1_ViralProj327401_Genomic.fna,1,0.46519472554431157,15,28,31,701,816,847,897
05591GCF_001679855.1_ViralProj327661_Genomic.fna,1,0.5275694750771945,17,40,19,561,635,495,576
05592GCF_001679875.1_ViralProj327665_Genomic.fna,1,0.5368653421633555,25,49,17,597,619,554,495
05593GCF_001679895.1_ViralProj327662_Genomic.fna,1,0.4636942675159236,27,37,36,659,797,869,815
