Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00496GCF_001560035.1_GG12_C01_05.fna,2308,116,0.050259965,755,407,1030,0.344434307,0.185675182,0.469890511,0.375365661,40601,42729,57721,0.28784624,0.302932982,0.409220778,428555,303881,664797,554027,1.95E+06,00496GCF_001560035.1_GG12_C01_05.fna,21,0.367139321,42356,39200,67001,408065,406887,700232,704551,TRUE,2219735,268475,0.285116151,0.26387178,0.451012069,0.120949122,82516,185959,0.307350778,-373,-1401,9280
00497GCF_001560045.1_GG12_C01_07.fna,2301,108,0.046936115,756,406,1031,0.344733242,0.185134519,0.470132239,0.374650086,40604,42739,57742,0.287798136,0.302930857,0.409271007,426335,303876,664785,554052,1.95E+06,00497GCF_001560045.1_GG12_C01_07.fna,17,0.367122302,42382,39189,67011,408099,407012,700409,704751,TRUE,2220271,271223,0.285243165,0.263753348,0.451003486,0.12215761,84900,186323,0.31302655,-357,-1415,9269
00498GCF_001560065.1_GG12_C01_08.fna,2297,109,0.0474532,750,409,1029,0.342778793,0.186928702,0.470292505,0.374692275,40663,42804,57760,0.28792653,0.30308652,0.40898695,426867,304161,665546,554435,1.95E+06,00498GCF_001560065.1_GG12_C01_08.fna,6,0.367140768,42518,39251,67152,408794,407520,701439,705683,TRUE,2223436,272427,0.285507081,0.263569275,0.450923644,0.122525227,85286,187141,0.313060012,-286,-1412,9392
00499GCF_001560085.1_GG12_C01_10.fna,2288,91,0.039772727,756,406,1035,0.344105599,0.184797451,0.47109695,0.374590847,40680,42818,57789,0.287924579,0.303056898,0.409018523,426865,304070,665668,554686,1.95E+06,00499GCF_001560085.1_GG12_C01_10.fna,9,0.367028779,41968,39138,67230,407145,408074,705960,699952,TRUE,2221131,269842,0.282925251,0.263846942,0.453227807,0.121488557,84284,185558,0.312345743,-850,-1542,9441
00500GCF_001560115.1_GG12_C01_11.fna,2305,114,0.049457701,755,404,1032,0.344591511,0.184390689,0.4710178,0.37459675,40656,42754,57742,0.288029925,0.302893335,0.40907674,426560,303822,665158,554242,1.95E+06,00500GCF_001560115.1_GG12_C01_11.fna,2,0.367059479,42403,39262,67070,408365,407214,700954,705393,TRUE,2221926,272144,0.285090934,0.263972838,0.450936229,0.122481127,85197,186947,0.313058528,-351,-1394,9328
00501GCF_001560125.1_GG12_C01_12.fna,2298,101,0.043951262,756,408,1033,0.344105599,0.185707783,0.470186618,0.374541829,40553,42692,57668,0.2877875,0.302967079,0.409245421,425682,303503,664164,553523,1.95E+06,00501GCF_001560125.1_GG12_C01_12.fna,5,0.366954758,42337,39138,66974,407361,406221,699618,703918,TRUE,2217118,270246,0.285195589,0.263646101,0.45115831,0.121890671,84397,185849,0.312296944,-355,-1415,9306
00502GCF_001560135.1_GG12_C01_13.fna,2284,89,0.038966725,756,408,1031,0.344419134,0.185876993,0.469703872,0.374619515,40664,42816,57779,0.287868384,0.303102811,0.409028805,426780,304027,665501,554490,1.95E+06,00502GCF_001560135.1_GG12_C01_13.fna,6,0.367046936,42165,39356,67295,405762,409599,704607,701440,TRUE,2221408,270610,0.283336469,0.264460811,0.45220272,0.121819135,84554,186056,0.312457041,-651,-1308,9516
00503GCF_001560165.1_GG12_C01_14.fna,2310,118,0.051082251,756,405,1031,0.344890511,0.184762774,0.470346715,0.374565078,40567,42649,57668,0.287946112,0.302724227,0.409329661,425620,303405,663932,553367,1.95E+06,00503GCF_001560165.1_GG12_C01_14.fna,13,0.366995596,42341,39142,67044,407587,406225,699755,703931,TRUE,2217498,271174,0.285072748,0.263534576,0.451392676,0.122288273,84787,186387,0.312666406,-308,-1425,9376
00504GCF_001560195.1_GG12_C01_15.fna,2359,101,0.042814752,785,411,1062,0.34765279,0.182019486,0.470327724,0.374739209,41252,43512,58735,0.287472387,0.303221625,0.409305988,434217,309755,677738,563596,1.99E+06,00504GCF_001560195.1_GG12_C01_15.fna,16,0.367229199,43209,39913,68236,416164,415782,713534,719988,TRUE,2265468,280162,0.285475495,0.263699309,0.450825196,0.12366628,87974,192188,0.314011179,-303,-1339,9501
00505GCF_001560205.1_GG12_C01_16.fna,2291,88,0.038411174,758,409,1036,0.34407626,0.185655924,0.470267817,0.374607458,40707,42847,57801,0.287977079,0.303116268,0.408906653,427059,304183,665903,554877,1.95E+06,00505GCF_001560205.1_GG12_C01_16.fna,8,0.367049592,42208,38753,67103,402883,412612,700073,706189,TRUE,2221757,269735,0.285065917,0.261731413,0.453202669,0.121406166,84253,185482,0.312354719,-639,-1954,9302
00506GCF_001560215.1_GG12_C01_17.fna,2288,91,0.039772727,756,407,1034,0.344105599,0.185252617,0.470641784,0.374661493,40627,42754,57729,0.287910141,0.302983488,0.409106371,426402,303814,664676,554110,1.95E+06,00506GCF_001560215.1_GG12_C01_17.fna,10,0.367074448,42383,39253,67057,408115,407023,700585,704911,TRUE,2220634,271632,0.285036955,0.263986872,0.450976172,0.122321823,84922,186710,0.312636214,-371,-1374,9328
00507GCF_001560245.1_GG12_C01_18.fna,2283,85,0.037231713,757,409,1032,0.344404004,0.186078253,0.469517743,0.374665141,40605,42756,57715,0.287823584,0.303070685,0.40910573,426434,303912,664781,554203,1.95E+06,00507GCF_001560245.1_GG12_C01_18.fna,5,0.367085615,41904,39087,67025,406982,408096,704852,700473,TRUE,2220403,271073,0.283104529,0.264072803,0.452822668,0.122082793,84732,186341,0.312580006,-852,-1518,9310
00508GCF_001560275.1_GG12_C01_20.fna,2298,109,0.04743255,750,408,1031,0.342622202,0.186386478,0.47099132,0.37458369,40561,42683,57686,0.287809551,0.302866671,0.409323778,425857,303632,664156,553821,1.95E+06,00508GCF_001560275.1_GG12_C01_20.fna,8,0.367005174,42317,39202,67082,407839,406602,700271,704442,TRUE,2219154,271688,0.284769281,0.263807108,0.451423611,0.122428637,84952,186736,0.312682194,-366,-1359,9396
00509GCF_001560285.1_GG12_C01_21.fna,2298,105,0.045691906,750,410,1033,0.341997264,0.186958504,0.471044232,0.374135811,40573,42661,57696,0.287894699,0.302710566,0.409394735,425773,303665,664190,556033,1.95E+06,00509GCF_001560285.1_GG12_C01_21.fna,12,0.366962914,42354,39175,67024,407547,406365,699883,704173,TRUE,2217968,268307,0.285110365,0.263710595,0.45117904,0.120969734,84474,183833,0.314840835,-307,-1398,9328
00510GCF_001560305.1_GG12_C01_22.fna,2303,116,0.050369084,752,406,1029,0.343850023,0.185642433,0.470507545,0.374650058,40567,42698,57676,0.287829659,0.302949461,0.40922088,426009,303743,664307,553764,1.95E+06,00510GCF_001560305.1_GG12_C01_22.fna,12,0.367100027,42370,39162,67059,407892,406736,700068,704394,TRUE,2219090,271267,0.28514513,0.263555666,0.451299204,0.122242451,84876,186391,0.312887303,-328,-1405,9383
00511GCF_001560315.1_NG05A_C04.fna,2316,119,0.051381693,762,405,1030,0.346836595,0.184342285,0.46882112,0.374796439,40360,42551,57329,0.287792356,0.303415573,0.408792071,424371,301522,661780,549093,1.94E+06,00511GCF_001560315.1_NG05A_C04.fna,20,0.367343346,42089,38868,66290,404949,404585,693823,700396,TRUE,2203753,266987,0.28583944,0.263964631,0.450195929,0.121151055,83641,183346,0.313277425,-462,-1492,8961
00512GCF_001560355.1_NG05A_C05_01.fna,2310,109,0.047186147,762,406,1033,0.34620627,0.184461608,0.469332122,0.374746072,40504,42669,57505,0.287919931,0.303309686,0.408770383,425657,302650,663870,551291,1.94E+06,00512GCF_001560355.1_NG05A_C05_01.fna,15,0.36717209,42085,39244,66745,408400,404490,698110,702921,TRUE,2213921,270453,0.284216,0.265029647,0.450754353,0.122160185,84583,185870,0.312745653,-584,-1260,9240
00513GCF_001560375.1_NG05B_C03_01.fna,2319,93,0.040103493,774,408,1044,0.347708895,0.18328841,0.469002695,0.374632413,40723,42879,57945,0.287699492,0.302931182,0.409369326,427844,304172,667795,554147,1.95E+06,00513GCF_001560375.1_NG05B_C03_01.fna,5,0.3671619,42533,39118,66962,408794,407133,700919,705408,TRUE,2222254,268296,0.286199727,0.26322058,0.450579694,0.120731474,83911,184385,0.312755315,-346,-1605,9017
00514GCF_001560385.1_NG05B_C06_02.fna,2375,120,0.050526316,782,415,1058,0.346784922,0.184035477,0.469179601,0.374662882,41205,43396,58614,0.287714276,0.303012953,0.409272772,433230,308193,676413,561071,1.98E+06,00514GCF_001560385.1_NG05B_C06_02.fna,18,0.367204079,43097,39679,68013,414468,413875,710769,716699,TRUE,2255811,276904,0.285809973,0.263142537,0.45104749,0.122751418,86920,189984,0.313899402,-299,-1526,9399
00515GCF_001560405.1_NG05B_C06_03.fna,2358,111,0.047073791,784,408,1055,0.348909657,0.181575434,0.469514909,0.374665415,40940,43134,58305,0.287542404,0.30295198,0.409505615,430620,306203,672604,557189,1.97E+06,00515GCF_001560405.1_NG05B_C06_03.fna,17,0.367196038,42706,39306,67413,411180,410651,705059,711236,TRUE,2238126,271510,0.285802242,0.263048352,0.451149406,0.121311311,85008,186502,0.31309344,-428,-1634,9108
00516GCF_001560435.1_NG05B_C06_04.fna,2284,113,0.049474606,748,405,1018,0.344541686,0.186549977,0.468908337,0.374342159,40109,42202,56965,0.287982136,0.303009851,0.409008013,421198,299499,658837,545702,1.93E+06,00516GCF_001560435.1_NG05B_C06_04.fna,18,0.367292153,41729,38548,65807,401797,400783,688889,693658,TRUE,2185127,259891,0.285650722,0.263875578,0.4504737,0.118936336,81883,178008,0.315066701,-473,-1561,8842
00517GCF_001560455.1_NG05B_C06_05.fna,2284,112,0.049036778,752,404,1016,0.346224678,0.186003683,0.467771639,0.37479997,40093,42231,56945,0.287881725,0.303233311,0.408884964,421322,299358,656565,545594,1.92E+06,00517GCF_001560455.1_NG05B_C06_05.fna,17,0.367287306,41782,38572,65945,402252,401081,689565,694308,TRUE,2187206,264367,0.285593203,0.263651836,0.450754961,0.120869731,82653,181714,0.312644922,-449,-1521,9000
00518GCF_001560465.1_NG05B_C06_06.fna,2375,146,0.061473684,772,409,1048,0.346343652,0.183490354,0.470165994,0.37552242,41000,43146,58313,0.287802104,0.302866088,0.409331808,431817,310358,674249,559956,1.98E+06,00518GCF_001560465.1_NG05B_C06_06.fna,43,0.367436342,42836,39716,67774,413859,413651,709963,714645,TRUE,2252118,275738,0.284954033,0.264199141,0.450846826,0.12243497,85335,190403,0.309478563,-310,-1284,9461
00519GCF_001560485.1_NG05B_C06_07.fna,2279,108,0.047389206,751,405,1015,0.345923538,0.186549977,0.467526485,0.37478692,40112,42262,56983,0.287836277,0.303264278,0.408899445,421471,299459,656789,545854,1.92E+06,00519GCF_001560485.1_NG05B_C06_07.fna,18,0.367294434,41798,38523,65853,402144,401054,689460,694138,TRUE,2186796,263223,0.285946885,0.26354208,0.450511035,0.120369253,82268,180955,0.312541077,-464,-1589,8870
00520GCF_001560515.1_NG05B_C06_11.fna,2303,99,0.042987408,761,407,1036,0.345281307,0.184664247,0.470054446,0.374703343,40615,42829,57653,0.28785162,0.303542953,0.408605427,426748,303315,665829,552484,1.95E+06,00520GCF_001560515.1_NG05B_C06_11.fna,6,0.367190055,42357,39145,66888,407717,407453,699136,705716,TRUE,2220022,271646,0.285443763,0.2637981,0.450758137,0.12236185,85107,186539,0.313301135,-472,-1470,9235
00521GCF_001560525.1_NG05B_C06_12.fna,2316,95,0.041018998,767,412,1042,0.345339937,0.185502026,0.469158037,0.374634322,40938,43129,58171,0.287813383,0.303217143,0.408969474,429934,306291,670860,558098,1.97E+06,00521GCF_001560525.1_NG05B_C06_12.fna,7,0.367079811,42551,39759,67664,409504,412420,711106,706058,TRUE,2239088,273905,0.283722512,0.265105952,0.451171536,0.122328823,85699,188206,0.312878553,-578,-1179,9493
00522GCF_001560555.1_NG05B_C06_13.fna,2319,114,0.04915912,763,405,1037,0.346031746,0.183673469,0.470294785,0.375463837,40647,42818,57700,0.287939645,0.303318811,0.408741544,429316,303562,666119,552930,1.95E+06,00522GCF_001560555.1_NG05B_C06_13.fna,10,0.367198657,42500,39191,66855,408392,408249,700371,706964,TRUE,2223976,272049,0.286106661,0.263830733,0.450062607,0.122325511,83763,188286,0.307896739,-318,-1456,9155
00523GCF_001560565.1_NG05B_CO5_01.fna,2306,117,0.050737207,756,407,1026,0.34536318,0.185929648,0.468707172,0.374643726,40585,42750,57708,0.287749126,0.303099055,0.409151819,426340,303968,664745,554287,1.95E+06,00523GCF_001560565.1_NG05B_CO5_01.fna,21,0.367121721,42363,39146,67073,408066,407170,700575,704804,TRUE,2220615,271275,0.28511529,0.263463946,0.451420764,0.122162104,84928,186347,0.313069763,-387,-1439,9365
00524GCF_001560595.1_NG05B_CO5_02.fna,2317,96,0.041432887,768,407,1046,0.345790185,0.183250788,0.470959027,0.374638047,40964,43184,58193,0.287787777,0.303384127,0.408828096,430369,306713,671429,558940,1.97E+06,00524GCF_001560595.1_NG05B_CO5_02.fna,14,0.367109913,42563,39755,67938,409418,413319,717033,701349,TRUE,2241119,273668,0.283269886,0.26458178,0.452148334,0.122112213,85655,188013,0.312988731,-621,-1209,9745
00525GCF_001560605.1_NG05B_CO5_03.fna,2293,92,0.040122111,764,404,1033,0.347114948,0.18355293,0.469332122,0.374872493,40397,42551,57243,0.288156872,0.303521624,0.408321504,424339,301112,661403,548340,1.94E+06,00525GCF_001560605.1_NG05B_CO5_03.fna,8,0.367453892,41798,39111,66269,406119,401753,701474,689221,TRUE,2198567,263373,0.283996249,0.265739445,0.450264306,0.119793029,82421,180952,0.312944,-753,-1286,9026
00526GCF_001560635.1_NG05B_CO5_04.fna,2288,92,0.04020979,759,405,1032,0.345628415,0.18442623,0.469945355,0.374670608,40615,42770,57759,0.287755767,0.303023862,0.409220371,426718,304243,665322,554660,1.95E+06,00526GCF_001560635.1_NG05B_CO5_04.fna,5,0.367107292,42370,39249,67068,408428,407559,701189,705572,TRUE,2222748,271805,0.284961026,0.263970623,0.451068352,0.122283318,85026,186779,0.312819852,-400,-1366,9309
00527GCF_001560645.1_NG05B_CO5_05.fna,2315,109,0.047084233,764,409,1033,0.346328196,0.185403445,0.468268359,0.37472189,40580,42753,57625,0.287887172,0.303303112,0.408809716,426400,303209,665242,552217,1.95E+06,00527GCF_001560645.1_NG05B_CO5_05.fna,19,0.36722961,42317,39028,66741,407097,407000,697970,704794,TRUE,2216861,269793,0.285759626,0.263549559,0.450690815,0.121700458,84488,185305,0.313158607,-436,-1552,9116
00528GCF_001560675.1_NG05B_CO5_06.fna,2349,109,0.046402725,779,409,1052,0.347767857,0.182589286,0.469642857,0.374612835,40921,43205,58260,0.287394828,0.303435731,0.409169441,430679,306132,672735,557314,1.97E+06,00528GCF_001560675.1_NG05B_CO5_06.fna,7,0.367060549,42534,39660,67570,409991,412849,711368,707493,TRUE,2241701,274841,0.284006837,0.264816645,0.451176518,0.122603773,86029,188812,0.313013706,-671,-1261,9310
00529GCF_001560685.1_NG05B_CO5_08.fna,2266,100,0.044130627,751,399,1016,0.346722068,0.184210526,0.469067405,0.374971464,40034,42157,56791,0.28805169,0.30332705,0.40862126,420715,298712,655073,544118,1.92E+06,00529GCF_001560685.1_NG05B_CO5_08.fna,8,0.367499867,41581,38402,65570,400759,399960,686472,691637,TRUE,2178828,260210,0.285676008,0.263835167,0.450488825,0.119426591,81292,178918,0.312409208,-576,-1632,8779
00530GCF_001560715.1_NG05B_CO5_09.fna,2294,88,0.038360942,766,407,1033,0.347234814,0.184496827,0.468268359,0.374908989,40490,42622,57412,0.288135834,0.30330762,0.408556546,425392,302192,662958,550153,1.94E+06,00530GCF_001560715.1_NG05B_CO5_09.fna,4,0.367426849,42157,38901,66373,405778,405718,695201,701895,TRUE,2208592,267897,0.285943933,0.263859026,0.450197041,0.121297641,83912,183985,0.313224859,-465,-1589,8961
00531GCF_001560725.1_NG05B_CO5_10.fna,2346,100,0.042625746,782,407,1057,0.348174533,0.181211042,0.470614426,0.374625371,41000,43209,58326,0.287648648,0.303146596,0.409204757,430922,306195,673027,557467,1.97E+06,00531GCF_001560725.1_NG05B_CO5_10.fna,7,0.367167596,42424,39617,68084,410246,412223,712293,705275,TRUE,2240037,272426,0.282591174,0.263893422,0.453515404,0.121616741,85352,187074,0.313303429,-785,-1383,9758
00532GCF_001560755.1_NG05B_CO5_11.fna,2275,109,0.047912088,753,400,1013,0.347645429,0.184672207,0.467682364,0.37487714,40021,42141,56776,0.288049346,0.30330795,0.408642704,420384,298567,654853,544027,1.92E+06,00532GCF_001560755.1_NG05B_CO5_11.fna,6,0.367510013,41640,38343,65545,400862,400007,686732,691575,TRUE,2179176,261345,0.286130504,0.26347507,0.450394426,0.119928358,81918,179427,0.313447741,-501,-1678,8769
00533GCF_001560765.1_NG05B_CO5_12.fna,2325,106,0.045591398,766,409,1044,0.345200541,0.18431726,0.470482199,0.374560402,40792,42953,58025,0.287733653,0.302976652,0.409289695,428590,305666,668986,557072,1.96E+06,00533GCF_001560765.1_NG05B_CO5_12.fna,7,0.366985797,42564,39416,67456,410140,409816,704283,710060,TRUE,2234299,273985,0.284830964,0.26376509,0.451403946,0.122626828,85700,188285,0.312790846,-389,-1376,9431
00534GCF_001560795.1_NG05B_CO5_13.fna,2299,100,0.043497173,761,405,1033,0.346066394,0.184174625,0.469758981,0.374707738,40595,42756,57594,0.28802015,0.303352371,0.408627479,426299,303052,665028,552074,1.95E+06,00534GCF_001560795.1_NG05B_CO5_13.fna,4,0.367168419,42161,39319,66899,405460,408295,703385,699159,TRUE,2216299,269846,0.284143983,0.264990329,0.450865689,0.121755232,84404,185442,0.312785811,-595,-1276,9305
00535GCF_001560815.1_NG05B_CO5_14.fna,2319,94,0.040534713,772,407,1046,0.346966292,0.182921348,0.47011236,0.374184684,40943,43143,58156,0.287840441,0.30330704,0.408852519,430046,306330,670901,560671,1.97E+06,00535GCF_001560815.1_NG05B_CO5_14.fna,10,0.367073763,42434,39581,67591,409061,412888,709292,707952,TRUE,2239193,271245,0.283638357,0.264568266,0.451793377,0.121135159,85573,185672,0.315482313,-709,-1362,9435
00536GCF_001560835.1_NG05B_CO5_15.fna,2290,89,0.038864629,768,400,1033,0.348932303,0.181735575,0.469332122,0.374954081,40303,42461,57197,0.287958789,0.303377369,0.408663842,423824,300876,660409,547661,1.93E+06,00536GCF_001560835.1_NG05B_CO5_15.fna,4,0.367499824,41999,38633,66031,403712,403856,691515,698382,TRUE,2197465,264695,0.286363977,0.263413404,0.450222619,0.120454706,82868,181827,0.31306976,-462,-1670,8834
00537GCF_001560915.1_ASM156091v1.fna,1812,50,0.027593819,1493,32,237,0.847332577,0.01816118,0.134506243,0.550656329,25492,5231,7879,0.660380291,0.135511113,0.204108595,474053,493769,441250,348507,1.76E+06,00537GCF_001560915.1_ASM156091v1.fna,1,0.540039548,10670,32959,11716,524169,522365,447866,443484,TRUE,1937884,180305,0.192790677,0.595519017,0.211690306,0.093042205,78712,101593,0.436549181,5439,7467,3837
00538GCF_001563245.1_ASM156324v1.fna,1836,83,0.045206972,162,299,1292,0.092413006,0.170564746,0.737022248,0.304311619,43538,31956,63285,0.313721817,0.230265386,0.456012797,303357,206777,621826,544394,1.68E+06,00538GCF_001563245.1_ASM156324v1.fna,1,0.269318501,35962,39290,101725,296504,296318,803111,805260,TRUE,2201193,524839,0.203201546,0.222006249,0.574792205,0.238433886,82688,442151,0.157549267,4006,-4248,38440
00539GCF_001571385.1_ASM157138v1.fna,2616,95,0.036314985,1679,249,593,0.666005553,0.098770329,0.235224117,0.617210725,33043,2722,4345,0.823809524,0.067863376,0.1083271,710187,726358,466706,424228,2.33E+06,00539GCF_001571385.1_ASM157138v1.fna,3,0.603349621,10170,40238,8116,818798,818644,538113,538364,TRUE,2713919,386440,0.173774862,0.687546989,0.138678149,0.142391869,200897,185543,0.519865956,7448,7195,3771
00540GCF_001571405.1_ASM157140v1.fna,2234,80,0.035810206,1218,334,602,0.56545961,0.155060353,0.279480037,0.603573881,28915,4289,6537,0.72758612,0.107923807,0.164490073,592836,586959,400837,374050,1.95E+06,00540GCF_001571405.1_ASM157140v1.fna,23,0.593250696,11165,33407,10170,660277,658686,447953,456365,TRUE,2223281,268599,0.203956743,0.610262687,0.185780571,0.120811989,139168,129431,0.518125533,6876,4492,3633
00541GCF_001577775.1_ASM157777v1.fna,2141,60,0.028024288,1056,395,630,0.507448342,0.18981259,0.302739068,0.451269551,38374,28537,37049,0.36912274,0.274499808,0.356377453,481787,343724,553963,449834,1.83E+06,00541GCF_001577775.1_ASM157777v1.fna,1,0.446221489,27869,35851,38495,454622,427615,541989,552902,TRUE,1977128,147820,0.272650785,0.350741085,0.37660813,0.074765013,56726,91094,0.383750507,-668,-2523,1446
00542GCF_001592435.1_ASM159243v1.fna,2031,58,0.028557361,1316,273,384,0.667004562,0.138367968,0.194627471,0.526213162,34209,14898,18688,0.504594734,0.219750719,0.275654547,494035,421347,460806,363377,1.74E+06,00542GCF_001592435.1_ASM159243v1.fna,2,0.517359734,17777,33849,19857,490612,490360,456581,458559,TRUE,1896112,156547,0.248688499,0.473525174,0.277786327,0.082562106,65590,90957,0.418979604,2879,-360,1169
00543GCF_001593955.1_ASM159395v1.fna,4066,205,0.050418101,1933,1065,863,0.500647501,0.275835276,0.223517224,0.630460326,38167,7351,6126,0.739040353,0.142339865,0.118619782,1070426,1045820,662898,577524,3.36E+06,00543GCF_001593955.1_ASM159395v1.fna,23,0.616695331,22273,48431,13336,1231572,1223185,763101,762644,TRUE,3980502,623834,0.265028558,0.576285102,0.15868634,0.156722444,338511,285323,0.54262993,14922,10264,7210
00544GCF_001602375.1_ASM160237v1.fna,2431,76,0.031262855,1432,375,548,0.608067941,0.159235669,0.232696391,0.631555254,25640,3388,4932,0.755005889,0.099764429,0.145229682,675799,676609,414113,374872,2.14E+06,00544GCF_001602375.1_ASM160237v1.fna,15,0.620413583,10418,31328,8277,759021,758595,459973,468547,TRUE,2446136,304743,0.208264198,0.626271915,0.165463887,0.124581381,165208,139535,0.542122379,7030,5688,3345
00545GCF_001625445.1_ASM162544v1.fna,4882,211,0.043219992,2378,993,1300,0.509098694,0.212588311,0.278312995,0.617905327,42294,7566,7781,0.733748547,0.131260735,0.134990718,1298129,1269225,864332,723245,4.15E+06,00545GCF_001625445.1_ASM162544v1.fna,34,0.601850256,21823,58000,15516,1473013,1474084,976087,973544,TRUE,4896728,741797,0.228898982,0.608355447,0.162745571,0.1514883,379743,362054,0.511923073,14257,15706,7735
00546GCF_001639265.1_ASM163926v1.fna,2106,273,0.12962963,280,284,1269,0.152755046,0.154937261,0.692307692,0.296525819,46383,35682,85869,0.276197792,0.21247633,0.511325878,342255,242316,749781,637048,1.97E+06,00546GCF_001639265.1_ASM163926v1.fna,295,0.269848072,42896,47276,122773,354804,348538,960962,942133,TRUE,2606437,635037,0.201441687,0.222010378,0.576547935,0.243641799,118771,516266,0.187030047,7214,893,36904
00547GCF_001639275.1_ASM163927v1.fna,2071,172,0.083051666,286,358,1255,0.150605582,0.188520274,0.660874144,0.288759825,47319,29856,73410,0.314234486,0.19826676,0.487498755,310173,213512,690586,599295,1.81E+06,00547GCF_001639275.1_ASM163927v1.fna,136,0.277082402,30882,42488,91301,303359,289755,769698,777757,TRUE,2140569,327003,0.187537575,0.258017502,0.554444924,0.152764522,69429,257574,0.212319153,1026,-4831,17891
00548GCF_001639285.1_ASM163928v1.fna,2144,220,0.10261194,339,330,1255,0.176195426,0.171517672,0.652286902,0.302942308,46818,35438,73458,0.300666607,0.227583904,0.471749489,329971,239330,710917,599021,1.88E+06,00548GCF_001639285.1_ASM163928v1.fna,169,0.267956413,45424,50775,116374,359068,340041,958704,951227,TRUE,2609040,729801,0.213686592,0.238859121,0.547454286,0.279720127,129808,599993,0.177867665,9986,3957,42916
00549GCF_001639295.1_ASM163929v1.fna,2064,222,0.10755814,233,264,1345,0.126492942,0.143322476,0.730184582,0.289439672,43140,32226,76747,0.283604952,0.21185566,0.504539388,310515,225606,710280,605871,1.85E+06,00549GCF_001639295.1_ASM163929v1.fna,232,0.257236303,36309,41117,113914,310232,310952,902107,891547,TRUE,2414838,562566,0.189761681,0.214889725,0.595348594,0.232962211,85063,477503,0.15120537,4083,-2023,37167
00550GCF_001647085.1_ASM164708v1.fna,2124,103,0.048493409,1283,295,443,0.63483424,0.145967343,0.219198417,0.521655908,32230,15722,19721,0.476260843,0.232323083,0.291416074,484160,421190,461800,368381,1.74E+06,00550GCF_001647085.1_ASM164708v1.fna,1,0.511070072,18744,33916,22290,495361,490393,471980,471070,TRUE,1928804,193273,0.250086724,0.45251501,0.297398266,0.100203546,80404,112869,0.416012583,3022,1686,2569
00551GCF_001647155.1_ASM164715v1.fna,4275,180,0.042105263,2048,1004,1043,0.5001221,0.245177045,0.254700855,0.628836217,44815,8701,6975,0.740854011,0.143839579,0.115306409,1173688,1167451,754261,627571,3.72E+06,00551GCF_001647155.1_ASM164715v1.fna,46,0.616670407,23064,54745,13370,1334909,1336300,822523,837932,TRUE,4331664,608693,0.252952983,0.600412376,0.146634642,0.140521749,330070,278623,0.54226022,14363,9930,6395
00552GCF_001663375.1_ASM166337v1.fna,2344,176,0.075085324,618,568,982,0.285055351,0.26199262,0.45295203,0.492192396,45300,37416,49434,0.342792281,0.283132804,0.374074915,560073,415410,519526,486905,1.98E+06,00552GCF_001663375.1_ASM166337v1.fna,86,0.484676845,40483,41846,57037,548335,547388,582354,582652,TRUE,2260729,278815,0.290479744,0.300259748,0.409260508,0.123329687,120240,158575,0.431253699,3067,-3454,7603
00553GCF_001719125.1_ASM171912v1.fna,2681,101,0.03767251,775,486,1319,0.300387597,0.188372093,0.51124031,0.355892814,46558,58715,81066,0.249856444,0.315097752,0.435045804,490732,337290,807204,691379,2.33E+06,00553GCF_001719125.1_ASM171912v1.fna,1,0.347752629,56384,45405,95050,467326,467544,876289,877160,TRUE,2688319,361714,0.2864473,0.230670751,0.482881949,0.134550252,106848,254866,0.295393598,-2331,-1153,13984
00554GCF_001723155.1_ASM172315v1.fna,5890,993,0.168590832,2482,1081,1334,0.506840923,0.220747396,0.272411681,0.620943521,45281,8869,8625,0.721322182,0.141282358,0.13739546,1342541,1334005,886256,747648,4.31E+06,00554GCF_001723155.1_ASM172315v1.fna,420,0.60320354,24787,61768,17596,1568654,1563522,1037149,1023244,TRUE,5192569,882119,0.237990994,0.593061997,0.16894701,0.169881036,455630,426489,0.516517613,15918,16487,8971
00555GCF_001729285.1_ASM172928v1.fna,3183,138,0.043355325,529,426,2090,0.173727422,0.139901478,0.6863711,0.356515235,57919,34854,80392,0.334472902,0.201276239,0.464250859,528724,409356,937640,755528,2.63E+06,00555GCF_001729285.1_ASM172928v1.fna,70,0.332438928,39337,58901,115105,549286,557598,1120043,1102659,TRUE,3329586,698338,0.184383833,0.276085927,0.53953024,0.209737187,168804,529534,0.24172249,4483,982,34713
00556GCF_001729375.1_ASM172937v1.fna,3760,424,0.112765957,1263,152,1921,0.378597122,0.045563549,0.575839329,0.422462994,68581,26611,54214,0.459024403,0.17811199,0.362863607,703129,602386,968448,816284,3.09E+06,00556GCF_001729375.1_ASM172937v1.fna,390,0.392690168,41841,79454,94389,837193,842066,1292480,1304556,TRUE,4276295,1186048,0.193992137,0.368381521,0.437626342,0.277354111,373744,812304,0.315117095,15230,10873,40175
